CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear,Created_At
248,"Tableau Data Visualization","Data Science",Statistics,Spanish,"SQL, Power BI, Data Analysis, Python, Machine Learning","Aaron Carlson",3.1,25694,17,Udemy,99.00,1,Intermediate,2019,"2025-07-22 15:56:44"
249,"Applied Data Science with Python","Data Science","Machine Learning",French,"Data Analysis, Excel, Power BI, SQL, R","Theresa Torres",3.2,71493,10,FutureLearn,29.00,1,Beginner,2019,"2025-07-22 15:56:44"
250,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",English,"SQL, Python, R, Excel, Power BI","Stephanie Cooper",3.4,55399,20,edX,49.00,1,Beginner,2021,"2025-07-22 15:56:44"
251,"Introduction to Data Science in Python","Data Science","Big Data",English,"Deep Learning, Machine Learning, Python, SQL, R","Matthew Hunt",4.8,71558,23,edX,49.00,1,Intermediate,2022,"2025-07-22 15:56:44"
252,"Natural Language Processing with Deep Learning","Data Science","Deep Learning",English,"Deep Learning, Python, SQL, Machine Learning, Data Analysis","Daniel Davenport",4.9,12488,32,edX,99.00,1,Intermediate,2018,"2025-07-22 15:56:44"
253,"Google Data Analytics Certificate","Data Science","Deep Learning",French,"Excel, SQL, Deep Learning, Data Analysis, Python","Christopher Marsh",4.1,18682,34,FutureLearn,49.00,1,Advanced,2022,"2025-07-22 15:56:44"
254,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Hindi,"Data Analysis, Python, Power BI, SQL, Deep Learning","Sarah Randolph",3.2,25447,21,FutureLearn,49.00,1,Beginner,2022,"2025-07-22 15:56:44"
255,"SQL for Data Science","Data Science",Statistics,French,"Deep Learning, Excel, Machine Learning, R, Power BI","Julia Dunn MD",4.7,30460,60,Udemy,19.00,1,Beginner,2024,"2025-07-22 15:56:44"
256,"Deep Learning Specialization","IT & Software",Cybersecurity,French,"Critical Thinking, Networking, Azure, AWS, DevOps","Brett Swanson",4.9,3103,36,FutureLearn,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
257,"Business Analytics with Excel",Business,Leadership,French,"Critical Thinking, Power BI, Communication, Leadership, Excel","Mr. Carl Rios",3.5,53195,38,Udemy,299.00,1,Beginner,2020,"2025-07-22 15:56:44"
258,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",Spanish,"DevOps, Azure, AWS, Networking, Critical Thinking","Manuel Mccullough",3.7,20968,10,FutureLearn,19.00,1,Advanced,2024,"2025-07-22 15:56:44"
259,"Introduction to Data Science in Python","Data Science","Data Analysis",Spanish,"Python, Power BI, Data Analysis, R, Machine Learning","Jerry Jensen",3.8,19805,51,Coursera,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
260,"AI For Everyone","Data Science","Deep Learning",English,"SQL, R, Excel, Data Analysis, Machine Learning","Kevin Cunningham",4.1,70126,54,edX,49.00,1,Beginner,2021,"2025-07-22 15:56:44"
261,"Natural Language Processing with Deep Learning","IT & Software",Networking,Spanish,"Critical Thinking, AWS, DevOps, Networking, Azure","Eugene Patterson",4.6,79420,49,Udemy,299.00,1,Advanced,2024,"2025-07-22 15:56:44"
262,"AI For Everyone","Data Science",Statistics,Hindi,"Power BI, Deep Learning, R, Data Analysis, Excel","David Walker",3.6,79476,26,Coursera,199.00,1,Advanced,2018,"2025-07-22 15:56:44"
263,"Tableau Data Visualization","Data Science","Data Analysis",English,"Deep Learning, Machine Learning, Excel, R, Power BI","Jessica Larsen",4.4,57955,10,edX,299.00,1,Beginner,2019,"2025-07-22 15:56:44"
264,"Excel to MySQL: Analytic Techniques","Data Science",Statistics,Hindi,"Power BI, Machine Learning, Excel, Deep Learning, SQL","Nicholas Humphrey",3.1,80785,33,edX,99.00,1,Intermediate,2024,"2025-07-22 15:56:44"
265,"Tableau Data Visualization","Data Science","Machine Learning",French,"SQL, Deep Learning, Power BI, Machine Learning, R","Ian Torres",3.8,19749,59,FutureLearn,99.00,1,Advanced,2021,"2025-07-22 15:56:44"
266,"Java Programming and Software Engineering","Computer Science","Web Development",Spanish,"Python, SQL, Azure, React, JavaScript","Casey Obrien",4.4,185,30,Udemy,299.00,1,Advanced,2023,"2025-07-22 15:56:44"
267,"SQL for Data Science","Data Science","Deep Learning",Spanish,"Deep Learning, Python, Excel, Data Analysis, Power BI","Shannon Taylor",4.5,51238,29,edX,199.00,1,Advanced,2021,"2025-07-22 15:56:44"
268,"Python for Everybody","Data Science",Statistics,Hindi,"Python, Excel, Deep Learning, Power BI, SQL","Deborah Mercado",4.6,45009,59,edX,29.00,1,Intermediate,2020,"2025-07-22 15:56:44"
269,"Natural Language Processing with Deep Learning",Business,Strategy,Spanish,"Critical Thinking, Power BI, Communication, Excel, Leadership","Bernard Smith",4.7,80235,23,Udemy,19.00,1,Advanced,2019,"2025-07-22 15:56:44"
270,"Machine Learning by Stanford University","Data Science","Deep Learning",English,"R, Power BI, Machine Learning, SQL, Excel","Amanda Perkins",3.7,21651,21,Coursera,99.00,1,Advanced,2023,"2025-07-22 15:56:44"
271,"Full-Stack Web Development with React","Computer Science",Cybersecurity,Spanish,"Python, AWS, SQL, React, Azure","Kevin Escobar",3.8,75524,15,FutureLearn,19.00,1,Advanced,2019,"2025-07-22 15:56:44"
272,"SQL for Data Science","Data Science","Deep Learning",English,"Deep Learning, R, Power BI, Data Analysis, Python","Kimberly Lutz",4.1,51377,28,edX,19.00,1,Beginner,2023,"2025-07-22 15:56:44"
273,"Python for Everybody","Data Science","Big Data",Spanish,"R, Machine Learning, Excel, Data Analysis, Python","Reginald Diaz",4.5,89242,23,edX,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
274,"Full-Stack Web Development with React","Computer Science","Web Development",English,"SQL, AWS, JavaScript, Azure, React","Raymond Quinn",4.8,78612,35,Udemy,299.00,1,Beginner,2019,"2025-07-22 15:56:44"
275,"Deep Learning Specialization","IT & Software",Networking,Spanish,"Critical Thinking, Azure, DevOps, AWS, Networking","John Dixon",3.4,40415,10,edX,299.00,1,Intermediate,2021,"2025-07-22 15:56:44"
276,"Google Data Analytics Certificate","Data Science","Machine Learning",Hindi,"Deep Learning, Power BI, Data Analysis, SQL, Python","Jonathan Bates",3.7,28210,57,FutureLearn,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
277,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",Spanish,"Azure, DevOps, Critical Thinking, Networking, AWS","Renee Mendez",4.9,19719,49,Coursera,0.00,0,Intermediate,2024,"2025-07-22 15:56:44"
278,"Deep Learning Specialization","Data Science","Machine Learning",French,"Deep Learning, SQL, Machine Learning, Excel, Python","Jose Griffin",4.1,79407,51,Udemy,199.00,1,Intermediate,2018,"2025-07-22 15:56:44"
279,"Machine Learning by Stanford University","Data Science","Data Analysis",Hindi,"Deep Learning, SQL, Power BI, R, Data Analysis","Travis Hopkins",4.8,43470,40,FutureLearn,49.00,1,Intermediate,2018,"2025-07-22 15:56:44"
280,"Deep Learning Specialization","Computer Science","Cloud Computing",Hindi,"React, AWS, Azure, Python, SQL","Nancy Webb",3.3,92650,26,edX,299.00,1,Advanced,2023,"2025-07-22 15:56:44"
281,"The Science of Well-Being","Computer Science",Cybersecurity,Spanish,"Azure, AWS, React, Python, SQL","Daniel Freeman",3.4,16994,24,Coursera,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
282,"Tableau Data Visualization","Data Science","Big Data",Hindi,"Deep Learning, Python, SQL, Power BI, R","Jacob Williams",4.6,48924,45,Udemy,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
283,"Business Analytics with Excel",Business,"Business Analytics",Spanish,"Leadership, Excel, Power BI, Communication, Critical Thinking","Terry Ward",3.1,830,25,edX,299.00,1,Intermediate,2018,"2025-07-22 15:56:44"
284,"Full-Stack Web Development with React","Computer Science","Web Development",Spanish,"Azure, React, Python, SQL, JavaScript","Jesse Williams",3.6,68232,38,FutureLearn,29.00,1,Intermediate,2022,"2025-07-22 15:56:44"
285,"Natural Language Processing with Deep Learning","IT & Software",DevOps,French,"Azure, DevOps, Networking, AWS, Critical Thinking","Mrs. Michele Boyd",4.4,38460,46,FutureLearn,49.00,1,Beginner,2023,"2025-07-22 15:56:44"
286,"Tableau Data Visualization","Data Science","Machine Learning",Hindi,"Data Analysis, Excel, R, SQL, Power BI","Sandy Baker",4.9,9221,38,Udemy,29.00,1,Beginner,2023,"2025-07-22 15:56:44"
287,"Business Analytics with Excel",Business,Strategy,Hindi,"Leadership, Excel, Power BI, Communication, Critical Thinking","Carrie Valdez",4.8,84660,5,edX,19.00,1,Advanced,2018,"2025-07-22 15:56:44"
288,"Google Data Analytics Certificate","Data Science","Machine Learning",Spanish,"Power BI, Deep Learning, Python, Excel, SQL","Matthew Houston",4.0,26833,50,FutureLearn,49.00,1,Intermediate,2018,"2025-07-22 15:56:44"
289,"The Science of Well-Being","IT & Software",Cybersecurity,Hindi,"DevOps, Critical Thinking, Networking, AWS, Azure","Jamie Solomon",4.8,63024,34,edX,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
290,"Full-Stack Web Development with React","Computer Science",Cybersecurity,English,"AWS, SQL, React, JavaScript, Python","Heather Parrish",3.7,81182,10,FutureLearn,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
291,"Excel to MySQL: Analytic Techniques","Data Science",Statistics,Hindi,"Machine Learning, Deep Learning, Python, Excel, Power BI","Mr. Larry Shaw",4.4,15950,46,FutureLearn,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
292,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,English,"Azure, Critical Thinking, DevOps, AWS, Networking","Christopher Jones",3.7,22715,14,Udemy,299.00,1,Advanced,2021,"2025-07-22 15:56:44"
293,"Machine Learning by Stanford University","Data Science","Deep Learning",Spanish,"SQL, Deep Learning, Machine Learning, Data Analysis, Python","Christine Lopez",3.5,72275,14,Udemy,199.00,1,Beginner,2020,"2025-07-22 15:56:44"
294,"Applied Data Science with Python","Data Science","Data Analysis",Spanish,"Machine Learning, Power BI, R, Deep Learning, SQL","Mitchell Wilson",3.5,16111,36,FutureLearn,29.00,1,Advanced,2023,"2025-07-22 15:56:44"
295,"Introduction to Data Science in Python","Data Science","Big Data",Spanish,"Machine Learning, SQL, Excel, Data Analysis, Power BI","Robert Cortez",3.5,33378,41,FutureLearn,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
296,"Java Programming and Software Engineering","Computer Science",Programming,Hindi,"Python, React, AWS, JavaScript, SQL","Mr. Daniel Martin",3.9,21345,8,edX,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
297,"Big Data Essentials","Data Science",Statistics,French,"Excel, Power BI, R, Machine Learning, Python","Alison Williams",4.4,42944,13,Udemy,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
298,"Java Programming and Software Engineering","Computer Science",Programming,English,"Azure, JavaScript, Python, React, SQL","Candace Soto",4.1,22810,7,Coursera,199.00,1,Intermediate,2024,"2025-07-22 15:56:44"
299,"The Science of Well-Being","IT & Software",DevOps,Hindi,"Critical Thinking, DevOps, Networking, Azure, AWS","Kenneth Brown",4.4,94739,50,edX,199.00,1,Advanced,2022,"2025-07-22 15:56:44"
300,"Big Data Essentials","Data Science","Data Analysis",English,"Data Analysis, SQL, Deep Learning, R, Machine Learning","Christopher Mullen",3.4,36555,24,Udemy,0.00,0,Intermediate,2023,"2025-07-22 15:56:44"
301,"Machine Learning by Stanford University","Data Science","Machine Learning",Hindi,"Deep Learning, Python, Machine Learning, Power BI, Data Analysis","Kristy Smith",4.9,95514,41,Coursera,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
302,"Python for Everybody","Data Science","Deep Learning",English,"Data Analysis, Power BI, Deep Learning, R, Excel","Mary Campbell",3.2,26162,35,edX,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
303,"Introduction to Data Science in Python","Data Science",Statistics,French,"Machine Learning, Python, R, SQL, Power BI","Jerry Haney",5.0,10932,18,FutureLearn,99.00,1,Beginner,2022,"2025-07-22 15:56:44"
304,"Introduction to Data Science in Python","Data Science","Machine Learning",Hindi,"Data Analysis, Machine Learning, Python, SQL, R","Carolyn Greer",3.3,90118,49,FutureLearn,0.00,0,Intermediate,2021,"2025-07-22 15:56:44"
305,"SQL for Data Science","Data Science","Deep Learning",French,"Python, Excel, R, Power BI, Deep Learning","Rebecca Hoover",3.8,17074,16,Coursera,0.00,0,Beginner,2022,"2025-07-22 15:56:44"
306,"Google Data Analytics Certificate","Data Science","Machine Learning",Hindi,"Excel, SQL, Deep Learning, Data Analysis, Machine Learning","Matthew Baker",4.9,97981,51,Udemy,19.00,1,Beginner,2020,"2025-07-22 15:56:44"
307,"Data Structures and Algorithms Specialization","Data Science",Statistics,English,"Machine Learning, Excel, Power BI, Data Analysis, SQL","Grace Chavez",4.3,59782,46,edX,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
308,"AWS Cloud Practitioner Essentials","IT & Software",Cybersecurity,French,"Networking, Azure, AWS, Critical Thinking, DevOps","Crystal Cruz",4.3,18530,26,Coursera,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
309,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",English,"Data Analysis, SQL, R, Excel, Machine Learning","Dale Heath",4.7,77616,17,edX,19.00,1,Intermediate,2023,"2025-07-22 15:56:44"
310,"The Science of Well-Being",Arts,Design,French,"Creativity, Communication, Design, Photography","Jennifer Hernandez",4.6,12836,19,FutureLearn,299.00,1,Beginner,2019,"2025-07-22 15:56:44"
311,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",Spanish,"Machine Learning, Excel, Data Analysis, R, Deep Learning","John Mendez",3.8,17183,18,Coursera,99.00,1,Intermediate,2018,"2025-07-22 15:56:44"
312,"Full-Stack Web Development with React","Computer Science","Web Development",Spanish,"JavaScript, Python, React, Azure, AWS","Richard Gordon",4.2,62924,19,FutureLearn,0.00,0,Intermediate,2018,"2025-07-22 15:56:44"
313,"Machine Learning by Stanford University","Data Science","Deep Learning",English,"Python, Machine Learning, Deep Learning, Excel, Power BI","John Anderson",3.8,17137,13,edX,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
314,"The Science of Well-Being","Data Science","Data Analysis",Spanish,"Deep Learning, Data Analysis, SQL, Python, Excel","Samantha Prince",3.1,7787,12,Coursera,199.00,1,Advanced,2020,"2025-07-22 15:56:44"
315,"Java Programming and Software Engineering","Computer Science","Cloud Computing",Spanish,"React, AWS, Azure, Python, SQL","Marie Boyd",4.2,48713,33,edX,299.00,1,Intermediate,2020,"2025-07-22 15:56:44"
316,"Cybersecurity for Business",Business,Finance,Spanish,"Excel, Power BI, Critical Thinking, Communication, Leadership","Andrew Moreno",3.9,458,12,Coursera,19.00,1,Advanced,2018,"2025-07-22 15:56:44"
317,"Java Programming and Software Engineering","Computer Science",Programming,French,"AWS, JavaScript, Azure, React, SQL","Robert Clarke",4.1,13256,33,FutureLearn,299.00,1,Intermediate,2024,"2025-07-22 15:56:44"
318,"Statistics with Python","Data Science","Machine Learning",English,"Excel, SQL, Machine Learning, R, Python","Kevin Figueroa",4.0,95358,47,edX,99.00,1,Intermediate,2018,"2025-07-22 15:56:44"
319,"Java Programming and Software Engineering","Computer Science","Web Development",English,"AWS, JavaScript, Azure, Python, React","Melissa Davis",3.4,5664,31,FutureLearn,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
320,"Statistics with Python","Data Science","Machine Learning",Spanish,"Excel, Deep Learning, SQL, Data Analysis, Python","John Hall",3.7,69659,22,FutureLearn,0.00,0,Intermediate,2019,"2025-07-22 15:56:44"
321,"Business Analytics with Excel",Business,Finance,French,"Excel, Leadership, Communication, Critical Thinking, Power BI","Diane Mcdowell",3.4,69789,60,edX,0.00,0,Intermediate,2021,"2025-07-22 15:56:44"
322,"Java Programming and Software Engineering","Computer Science","Cloud Computing",English,"AWS, SQL, React, JavaScript, Azure","Colin Fletcher",3.7,88055,56,Udemy,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
323,"Introduction to Data Science in Python","Data Science","Deep Learning",Hindi,"Excel, Data Analysis, Machine Learning, Deep Learning, R","Laura Wilson",3.2,76796,9,Udemy,299.00,1,Beginner,2023,"2025-07-22 15:56:44"
324,"Java Programming and Software Engineering","Computer Science","Cloud Computing",French,"JavaScript, Azure, AWS, Python, SQL","Matthew Watts",3.2,43397,45,Coursera,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
325,"Tableau Data Visualization","Data Science","Machine Learning",Spanish,"Python, Machine Learning, R, Power BI, Deep Learning","Jack Moore",3.1,98275,46,edX,0.00,1,Advanced,2019,"2025-07-22 15:56:44"
326,"Excel to MySQL: Analytic Techniques","Data Science",Statistics,English,"SQL, Power BI, Deep Learning, R, Data Analysis","Dawn Wyatt",3.6,87618,50,Coursera,99.00,1,Intermediate,2024,"2025-07-22 15:56:44"
327,"Introduction to Data Science in Python","Data Science","Deep Learning",Spanish,"Python, Data Analysis, R, Deep Learning, Excel","Jacob Hill",4.3,78472,57,FutureLearn,299.00,1,Intermediate,2024,"2025-07-22 15:56:44"
328,"AI For Everyone","Data Science",Statistics,French,"Excel, Deep Learning, SQL, Python, Power BI","Nicole Gutierrez",4.4,54439,29,edX,49.00,1,Beginner,2021,"2025-07-22 15:56:44"
329,"Natural Language Processing with Deep Learning",Arts,Design,French,"Design, Creativity, Communication, Photography","Karen Wood",4.0,34987,20,Udemy,0.00,0,Beginner,2024,"2025-07-22 15:56:44"
330,"Cybersecurity for Business",Business,Marketing,French,"Critical Thinking, Excel, Leadership, Power BI, Communication","Dawn Parker",4.6,8881,50,edX,99.00,1,Beginner,2021,"2025-07-22 15:56:44"
331,"Deep Learning Specialization",Business,Leadership,English,"Excel, Critical Thinking, Leadership, Power BI, Communication","Michael Fitzgerald",3.8,20856,47,Coursera,0.00,1,Advanced,2024,"2025-07-22 15:56:44"
332,"Natural Language Processing with Deep Learning","Computer Science",Programming,English,"AWS, JavaScript, Python, React, SQL","Mary Adkins",3.2,58355,6,edX,19.00,1,Advanced,2022,"2025-07-22 15:56:44"
333,"Introduction to Data Science in Python","Data Science","Machine Learning",Hindi,"SQL, R, Machine Learning, Data Analysis, Power BI","Michael Martin",3.3,15860,33,edX,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
334,"Google Data Analytics Certificate","Data Science","Deep Learning",Hindi,"Excel, R, Data Analysis, Machine Learning, Python","James Morgan",3.1,3467,21,Coursera,99.00,1,Intermediate,2021,"2025-07-22 15:56:44"
335,"Python for Everybody","Data Science","Data Analysis",English,"Excel, Deep Learning, Python, SQL, R","Melissa Mann",3.6,52952,10,Coursera,49.00,1,Beginner,2022,"2025-07-22 15:56:44"
336,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,French,"Critical Thinking, Networking, AWS, Azure, DevOps","Vincent Smith",4.2,87954,59,FutureLearn,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
337,"Excel to MySQL: Analytic Techniques","Data Science","Machine Learning",English,"R, Python, Excel, Data Analysis, SQL","Charles Frost",3.5,11691,55,FutureLearn,199.00,1,Beginner,2020,"2025-07-22 15:56:44"
338,"The Science of Well-Being",Arts,Design,Spanish,"Communication, Photography, Creativity, Design","Austin Walker",4.3,90661,40,Udemy,49.00,1,Intermediate,2023,"2025-07-22 15:56:44"
339,"Statistics with Python","Data Science","Big Data",Spanish,"Deep Learning, Python, Machine Learning, R, Excel","Andrew Cruz",4.3,79365,31,edX,19.00,1,Advanced,2021,"2025-07-22 15:56:44"
340,"Statistics with Python","Data Science","Big Data",Spanish,"Machine Learning, Deep Learning, Data Analysis, R, Excel","Miss Kelly Dawson",3.9,41046,14,Coursera,0.00,0,Intermediate,2018,"2025-07-22 15:56:44"
341,"Tableau Data Visualization","Data Science","Deep Learning",Hindi,"Deep Learning, Python, Machine Learning, SQL, R","Theresa Wilkins",4.7,53397,22,Udemy,29.00,1,Beginner,2022,"2025-07-22 15:56:44"
342,"Applied Data Science with Python","Data Science",Statistics,English,"Machine Learning, Data Analysis, R, Excel, SQL","Jessica Harris",4.8,18117,21,FutureLearn,99.00,1,Intermediate,2019,"2025-07-22 15:56:44"
343,"Statistics with Python","Data Science",Statistics,English,"Excel, R, Power BI, Python, Machine Learning","Regina Mitchell",3.2,9780,18,Coursera,0.00,1,Advanced,2024,"2025-07-22 15:56:44"
344,"AI For Everyone","Data Science","Deep Learning",French,"Deep Learning, Excel, R, SQL, Power BI","Kyle Black",3.2,28063,35,FutureLearn,199.00,1,Beginner,2020,"2025-07-22 15:56:44"
345,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Spanish,"Machine Learning, Python, Data Analysis, Deep Learning, Power BI","Christopher Johnson",4.6,91893,6,Udemy,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
346,"Python for Everybody","Data Science","Data Analysis",Spanish,"Excel, SQL, Data Analysis, Python, R","Aaron Moore",4.3,25429,49,edX,49.00,1,Intermediate,2018,"2025-07-22 15:56:44"
347,"Statistics with Python","Data Science",Statistics,English,"Power BI, Machine Learning, Python, Excel, R","Penny Gomez MD",4.5,16716,49,edX,199.00,1,Advanced,2022,"2025-07-22 15:56:44"
348,"Deep Learning Specialization","IT & Software","Cloud Computing",Spanish,"Critical Thinking, AWS, Azure, Networking, DevOps","Kelly Mclaughlin",3.2,35603,31,Coursera,0.00,0,Beginner,2024,"2025-07-22 15:56:44"
349,"Full-Stack Web Development with React","Computer Science",Cybersecurity,French,"AWS, Python, React, SQL, Azure","Brandon Mitchell",4.2,70669,44,Udemy,29.00,1,Advanced,2022,"2025-07-22 15:56:44"
350,"Business Analytics with Excel",Business,Finance,English,"Power BI, Critical Thinking, Excel, Communication, Leadership","Suzanne Bailey",3.7,77216,21,edX,199.00,1,Advanced,2018,"2025-07-22 15:56:44"
351,"Machine Learning by Stanford University","Data Science","Machine Learning",French,"SQL, R, Excel, Power BI, Deep Learning","Destiny Obrien",5.0,32395,49,FutureLearn,0.00,1,Advanced,2018,"2025-07-22 15:56:44"
352,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",English,"SQL, Python, Machine Learning, Power BI, Deep Learning","Timothy Andrews",3.5,78219,39,FutureLearn,199.00,1,Beginner,2021,"2025-07-22 15:56:44"
353,"Big Data Essentials","Data Science","Data Analysis",Spanish,"Machine Learning, Excel, Deep Learning, SQL, Python","Jason Rodriguez",3.7,78676,8,FutureLearn,99.00,1,Intermediate,2018,"2025-07-22 15:56:44"
354,"Google Data Analytics Certificate","Data Science","Machine Learning",Hindi,"Python, R, Deep Learning, Power BI, Data Analysis","Edward Arroyo",3.6,76169,21,Udemy,299.00,1,Beginner,2020,"2025-07-22 15:56:44"
355,"Natural Language Processing with Deep Learning",Arts,"Creative Writing",French,"Photography, Communication, Design, Creativity","Tina Walter",3.1,57221,21,Udemy,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
356,"Natural Language Processing with Deep Learning","Computer Science",Cybersecurity,English,"React, SQL, Azure, Python, AWS","Laura Benson",4.1,40538,54,edX,99.00,1,Beginner,2019,"2025-07-22 15:56:44"
357,"Python for Everybody","Data Science",Statistics,French,"Python, Machine Learning, SQL, Deep Learning, Data Analysis","Kristine Carrillo",4.8,17245,59,Udemy,29.00,1,Intermediate,2020,"2025-07-22 15:56:44"
358,"Applied Data Science with Python","Data Science","Data Analysis",English,"Python, Excel, Machine Learning, Data Analysis, R","Tonya Ellis",3.0,88608,32,Udemy,19.00,1,Beginner,2018,"2025-07-22 15:56:44"
359,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",French,"Data Analysis, Excel, SQL, Machine Learning, R","Kevin Johnson",3.6,17707,53,edX,49.00,1,Advanced,2018,"2025-07-22 15:56:44"
360,"Applied Data Science with Python","Data Science","Big Data",English,"Python, Excel, Power BI, SQL, Data Analysis","Austin Schultz",3.2,66076,57,edX,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
361,"Deep Learning Specialization","IT & Software",DevOps,French,"AWS, Critical Thinking, Networking, DevOps, Azure","Megan Hall MD",4.0,64919,40,Udemy,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
362,"Python for Everybody","Data Science","Machine Learning",English,"Data Analysis, R, Power BI, Excel, Machine Learning","Kelli Smith",4.9,35908,33,Udemy,299.00,1,Advanced,2021,"2025-07-22 15:56:44"
363,"Big Data Essentials","Data Science","Data Analysis",English,"Data Analysis, Deep Learning, Machine Learning, Python, SQL","Danielle Davis",4.8,7108,18,edX,199.00,1,Beginner,2023,"2025-07-22 15:56:44"
364,"Full-Stack Web Development with React","Computer Science","Cloud Computing",English,"SQL, Python, React, AWS, Azure","Samantha Jones",3.9,46021,57,Udemy,299.00,1,Intermediate,2020,"2025-07-22 15:56:44"
365,"Applied Data Science with Python","Data Science",Statistics,Spanish,"Data Analysis, Excel, SQL, Python, Deep Learning","Karen Gomez",4.8,47551,56,edX,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
366,"Java Programming and Software Engineering","Computer Science","Cloud Computing",Hindi,"SQL, Azure, AWS, Python, React","Debra Valentine",4.7,10153,12,Udemy,29.00,1,Beginner,2019,"2025-07-22 15:56:44"
367,"Cybersecurity for Business",Business,Finance,French,"Communication, Critical Thinking, Power BI, Leadership, Excel","Susan Porter",4.5,31936,47,edX,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
368,"Cybersecurity for Business",Business,"Business Analytics",Hindi,"Critical Thinking, Excel, Leadership, Communication, Power BI","Nicolas Salas",4.6,62324,27,Coursera,199.00,1,Advanced,2022,"2025-07-22 15:56:44"
369,"Java Programming and Software Engineering","Computer Science",Programming,Spanish,"JavaScript, AWS, React, Azure, SQL","Dale Wright",4.4,25575,7,FutureLearn,29.00,1,Advanced,2024,"2025-07-22 15:56:44"
370,"Statistics with Python","Data Science","Deep Learning",Hindi,"Deep Learning, Excel, R, Power BI, SQL","Brittney Rodriguez",3.7,30183,24,Coursera,29.00,1,Beginner,2024,"2025-07-22 15:56:44"
371,"Google Data Analytics Certificate","Data Science","Machine Learning",Spanish,"SQL, Deep Learning, Machine Learning, Power BI, R","Megan Alvarado",4.0,8876,58,FutureLearn,99.00,1,Intermediate,2019,"2025-07-22 15:56:44"
372,"AI For Everyone","Data Science","Data Analysis",French,"R, Data Analysis, Deep Learning, Power BI, Excel","Pamela Weaver",3.1,69795,18,edX,29.00,1,Advanced,2018,"2025-07-22 15:56:44"
373,"Python for Everybody","Data Science","Big Data",Spanish,"Machine Learning, Excel, Deep Learning, R, Python","John Oliver",3.5,78186,12,Udemy,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
374,"Cybersecurity for Business",Business,Strategy,Hindi,"Power BI, Communication, Critical Thinking, Excel, Leadership","William Prince PhD",4.8,90618,43,Coursera,99.00,1,Intermediate,2020,"2025-07-22 15:56:44"
375,"Excel to MySQL: Analytic Techniques","Data Science","Big Data",French,"Data Analysis, Power BI, Machine Learning, Python, Excel","William Moon IV",4.4,33365,29,Udemy,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
376,"AI For Everyone","Data Science","Machine Learning",Hindi,"Power BI, Deep Learning, Data Analysis, SQL, Excel","Kenneth Brown",4.7,85126,19,FutureLearn,19.00,1,Beginner,2022,"2025-07-22 15:56:44"
377,"SQL for Data Science","Data Science","Deep Learning",French,"Machine Learning, R, Python, SQL, Deep Learning","Karen Fernandez",3.1,20693,41,Udemy,199.00,1,Beginner,2022,"2025-07-22 15:56:44"
378,"Cybersecurity for Business",Business,Strategy,English,"Leadership, Excel, Power BI, Communication, Critical Thinking","Jennifer Parks",3.0,30249,16,Coursera,0.00,0,Beginner,2018,"2025-07-22 15:56:44"
